is_label_issue,label_score,given_label,predicted_label
False,0.8146746,A,A
False,0.8020643,A,A
True,0.17507686,D,B
False,0.78459346,D,D
False,0.64246804,D,D
False,0.5493643,D,D
False,0.71862817,C,C
False,0.5735951,C,C
False,0.77676183,B,B
True,0.10419425,D,B
False,0.8436383,C,C
False,0.63218826,C,C
False,0.96117973,A,A
False,0.79095787,A,A
False,0.6038216,D,D
False,0.928899,F,F
False,0.7305805,C,C
False,0.9141628,F,F
False,0.06610827,F,C
True,0.03370369,F,C
False,0.8862298,A,A
False,0.67715114,D,D
False,0.79919916,A,A
False,0.9181362,A,A
False,0.29173398,D,B
False,0.6816599,C,C
False,0.60617125,C,C
False,0.7993735,A,A
False,0.6081881,D,D
False,0.6781247,B,B
False,0.44145843,F,F
False,0.35670403,D,D
True,0.043566205,F,B
False,0.8651525,A,A
False,0.7004368,D,D
False,0.69135904,B,B
True,0.11562253,D,B
False,0.88518804,A,A
True,0.14361131,B,D
False,0.8701207,A,A
True,0.18206576,A,F
True,0.08383761,D,B
True,0.052868746,F,B
False,0.6414104,C,C
False,0.72475684,B,B
False,0.7192115,D,D
False,0.67399246,D,D
True,0.045848086,F,C
False,0.7829406,F,F
False,0.6925106,C,C
False,0.74543774,C,C
True,0.23755585,B,D
False,0.65010405,D,D
False,0.8776263,A,A
False,0.6508212,C,C
False,0.9714404,A,A
False,0.77935594,B,B
False,0.78773266,B,B
False,0.64652157,B,B
False,0.71417034,B,B
False,0.5958913,B,B
False,0.66913325,D,D
False,0.53974867,B,B
False,0.6154602,B,B
False,0.6462398,C,C
False,0.578297,F,F
False,0.7889849,B,B
False,0.3341796,D,D
False,0.13325632,F,C
False,0.80994964,F,F
False,0.45337346,C,C
False,0.6864112,C,C
True,0.20086226,B,D
False,0.6596049,C,C
False,0.8395576,C,C
False,0.9019872,A,A
False,0.7050552,B,B
False,0.69377273,C,C
False,0.788349,A,A
True,0.06673419,F,B
True,0.11042933,D,B
False,0.939883,F,F
False,0.7506965,C,C
True,0.14369655,A,D
False,0.78554887,B,B
False,0.7725464,C,C
False,0.94188344,A,A
False,0.75446504,C,C
False,0.3919365,D,D
False,0.17834026,F,C
True,0.17103207,F,B
False,0.29479775,B,A
False,0.78993255,C,C
False,0.67227066,B,B
False,0.8636399,A,A
False,0.4108094,A,A
True,0.09453497,D,B
False,0.84714866,A,A
False,0.7850559,D,D
False,0.6210411,D,D
False,0.58528984,B,B
False,0.7784553,B,B
False,0.89708257,A,A
False,0.8028452,C,C
False,0.82702655,B,B
True,0.056286067,A,C
True,0.02492249,A,F
False,0.60938823,B,B
False,0.43665573,D,D
False,0.6998293,A,A
False,0.8073182,B,B
False,0.6664725,B,B
True,0.038161002,D,B
False,0.7929198,B,B
False,0.6196568,B,B
False,0.7866966,B,B
False,0.6958604,B,B
True,0.08209332,D,B
False,0.693671,D,D
False,0.7288174,C,C
True,0.107162446,B,D
False,0.71126825,C,C
False,0.8051211,B,B
False,0.802173,B,B
False,0.95247686,F,F
True,0.1901885,F,A
False,0.69857854,C,C
False,0.64251465,C,C
False,0.62590677,C,C
False,0.5089863,B,B
False,0.8941097,A,A
False,0.84534276,A,A
True,0.0785779,A,C
True,0.06328552,F,B
False,0.47598597,D,D
False,0.9352163,A,A
False,0.74998647,C,C
False,0.8417881,B,B
False,0.8624556,A,A
True,0.06098611,D,B
False,0.68276703,B,B
False,0.81983334,F,F
False,0.83664364,A,A
False,0.9558935,A,A
False,0.66017807,B,B
False,0.694369,A,A
False,0.69690394,C,C
False,0.65621465,B,B
False,0.81493396,B,B
False,0.65606636,B,B
False,0.75828093,B,B
False,0.7592985,D,D
False,0.81109416,A,A
False,0.32794112,F,F
True,0.117065996,D,B
False,0.59719694,D,D
False,0.5416271,D,D
False,0.9029372,F,F
False,0.62094843,C,C
False,0.7843914,B,B
True,0.11324454,D,B
False,0.7730169,A,A
False,0.7162189,B,B
False,0.6497811,C,C
False,0.68044204,A,A
False,0.47235596,D,D
False,0.80907243,B,B
True,0.08223494,F,B
False,0.78369224,A,A
False,0.7482322,A,A
True,0.099668905,F,A
False,0.82281834,F,F
False,0.1393421,A,C
True,0.108140975,F,A
False,0.4571175,A,A
False,0.8257965,C,C
False,0.7722848,A,A
False,0.8239456,A,A
False,0.8135836,A,A
False,0.20062062,A,C
False,0.5186104,B,B
True,0.07732653,F,A
False,0.6649378,C,C
False,0.68432635,D,D
True,0.04876051,F,B
True,0.12749371,F,A
False,0.7568006,C,C
False,0.7513018,B,B
False,0.8494195,B,B
False,0.6192265,D,D
False,0.7419388,C,C
True,0.34495002,B,D
True,0.15250659,D,B
False,0.48297685,D,D
False,0.6189798,B,B
False,0.85245794,A,A
False,0.9542434,A,A
True,0.033853594,F,B
False,0.7896101,B,B
False,0.848792,A,A
False,0.5713514,A,A
False,0.7040335,C,C
False,0.552536,D,D
False,0.3726943,B,B
False,0.6176068,B,B
False,0.6585841,D,D
False,0.50380635,D,D
False,0.51897603,B,B
False,0.7533904,B,B
False,0.9045207,A,A
False,0.8230421,B,B
False,0.5632751,A,A
False,0.69509494,F,F
False,0.77774954,F,F
False,0.052318234,A,C
False,0.95062965,F,F
False,0.6406874,C,C
False,0.13843755,A,C
False,0.53218997,B,B
False,0.8811075,A,A
False,0.8189819,B,B
False,0.7505117,B,B
False,0.34486833,C,C
False,0.7231253,B,B
False,0.46141455,C,C
False,0.46938485,B,B
False,0.69909376,D,D
False,0.84466195,A,A
False,0.5163008,C,C
False,0.96096295,F,F
True,0.2800083,B,D
True,0.13684309,D,B
False,0.74224716,B,B
True,0.07935796,F,B
False,0.8688015,C,C
False,0.79716694,B,B
True,0.079423904,F,A
False,0.5971293,B,B
False,0.5181003,D,D
True,0.03185321,F,C
True,0.025457071,A,C
False,0.7973552,C,C
False,0.75996214,F,F
False,0.8190537,C,C
False,0.72032404,A,A
False,0.6745078,B,B
False,0.8549119,A,A
False,0.8306159,F,F
True,0.08153367,B,D
False,0.7674964,F,F
False,0.80306846,D,D
False,0.6214387,C,C
False,0.74123603,B,B
False,0.8747059,B,B
False,0.69005686,B,B
True,0.06336727,D,B
False,0.5088308,D,D
False,0.6948656,B,B
False,0.6070569,B,B
False,0.7661278,A,A
False,0.8254658,C,C
False,0.92291254,A,A
False,0.6329921,C,C
False,0.7128441,C,C
False,0.875347,B,B
False,0.7551653,A,A
True,0.052235074,D,B
False,0.7851465,C,C
False,0.7245365,A,A
False,0.6404703,D,D
True,0.21103275,B,D
True,0.11211998,F,B
False,0.49860117,C,C
False,0.56469136,B,B
False,0.6389724,B,B
True,0.17690969,F,C
False,0.08778756,F,C
True,0.11975384,D,B
False,0.71631145,C,C
False,0.9034382,A,A
True,0.08222596,F,C
False,0.677944,C,C
False,0.8103206,A,A
False,0.76396006,A,A
False,0.90538025,F,F
False,0.6902784,C,C
True,0.09592377,F,C
False,0.5538752,C,C
False,0.7355818,B,B
False,0.80359703,A,A
False,0.51863885,B,B
True,0.042391684,F,B
False,0.54540807,B,B
True,0.082366034,A,C
True,0.13386448,D,B
False,0.97182506,F,F
False,0.53745097,B,B
False,0.6056586,B,B
False,0.5053627,D,D
False,0.7806838,B,B
True,0.14713076,B,D
True,0.107618675,F,A
False,0.7490543,C,C
False,0.1310393,A,C
False,0.6536641,B,B
False,0.6937534,B,B
True,0.12790592,D,B
False,0.75111645,D,D
False,0.7428381,D,D
False,0.48028794,C,C
False,0.7117596,A,A
False,0.90174437,A,A
False,0.08981369,F,C
True,0.12609199,F,A
False,0.7963591,B,B
False,0.7062585,B,B
False,0.81509596,C,C
False,0.5442679,B,B
False,0.7465938,F,F
True,0.18525113,D,B
False,0.92353183,F,F
False,0.79373825,C,C
True,0.112025276,D,B
False,0.7935387,C,C
False,0.73665786,C,C
False,0.917041,A,A
False,0.796347,B,B
False,0.45210436,C,C
False,0.63384867,D,D
False,0.7052637,D,D
False,0.82491124,B,B
False,0.8588645,A,A
True,0.044988796,F,C
False,0.8040571,A,A
True,0.0547303,F,B
False,0.720294,B,B
False,0.6628296,C,C
False,0.66449183,B,B
False,0.10216712,F,C
True,0.16550115,A,D
False,0.68428504,B,B
True,0.27660322,B,D
False,0.6899572,A,A
False,0.39520222,D,D
False,0.6663966,C,C
False,0.6282995,F,F
False,0.6564091,C,C
True,0.06980321,F,A
False,0.8710145,A,A
True,0.1380275,A,C
False,0.9507952,A,A
False,0.7478788,B,B
True,0.092626885,A,C
False,0.9527915,A,A
False,0.78518283,C,C
True,0.02687835,A,D
False,0.46762407,B,B
False,0.8166126,B,B
False,0.8147632,A,A
False,0.87149346,F,F
False,0.57322425,C,C
False,0.6171691,C,C
False,0.53639203,C,C
False,0.8471055,A,A
False,0.7756765,B,B
False,0.9125658,F,F
False,0.8402609,C,C
False,0.19729164,D,B
True,0.039802104,A,F
False,0.7728575,B,B
True,0.10835042,D,B
False,0.88398653,A,A
False,0.7058476,C,C
False,0.8564569,A,A
False,0.82502735,B,B
False,0.83729017,A,A
False,0.73312855,D,D
False,0.72887033,C,C
False,0.4684506,C,C
False,0.8944192,A,A
False,0.6417081,C,C
False,0.69008785,B,B
False,0.5431793,C,C
False,0.6686292,C,C
False,0.81037855,D,D
True,0.1111266,F,B
False,0.87834346,A,A
False,0.68665725,B,B
False,0.8049029,A,A
False,0.65316164,C,C
False,0.6568452,C,C
False,0.7618416,B,B
True,0.13964793,F,B
False,0.65889305,A,A
False,0.8139306,F,F
False,0.9407465,A,A
False,0.71400654,B,B
False,0.6953113,B,B
False,0.047693543,F,C
False,0.6079315,B,B
False,0.72608584,D,D
False,0.7948401,C,C
True,0.072352454,A,C
False,0.7898089,B,B
False,0.6729168,B,B
False,0.79905856,A,A
False,0.6523402,D,D
False,0.73994625,C,C
False,0.69226414,C,C
False,0.9108338,A,A
False,0.7079762,A,A
False,0.78895575,B,B
True,0.09503316,A,D
False,0.7947763,B,B
False,0.9193519,F,F
False,0.8972306,A,A
False,0.63861555,B,B
False,0.82644045,A,A
False,0.4975981,D,D
False,0.8565205,A,A
True,0.040615506,A,F
False,0.6535246,C,C
False,0.4846897,B,B
False,0.76551855,B,B
False,0.8036636,C,C
False,0.5912075,B,B
False,0.5332885,C,C
False,0.64683974,C,C
False,0.4574947,D,D
False,0.70262927,C,C
False,0.7394407,B,B
False,0.78287053,A,A
False,0.73149866,C,C
True,0.21108387,F,D
False,0.7593697,F,F
True,0.058439538,D,B
False,0.8212941,A,A
False,0.859136,A,A
False,0.68406814,B,B
False,0.60899794,B,B
False,0.75980175,C,C
False,0.8900881,A,A
False,0.679963,B,B
False,0.34010005,F,F
False,0.7331211,B,B
False,0.7037007,C,C
False,0.8340959,B,B
False,0.7733938,C,C
False,0.87506485,B,B
False,0.73582745,B,B
False,0.57596415,B,B
False,0.8247585,C,C
False,0.9327676,F,F
False,0.40047124,B,B
False,0.050696854,A,C
False,0.77669144,B,B
False,0.86636186,A,A
True,0.07820009,B,D
True,0.060235973,F,C
False,0.7831343,B,B
False,0.67659014,D,D
False,0.6353614,B,B
False,0.9110188,A,A
False,0.5296157,A,A
False,0.602352,B,B
False,0.89500695,A,A
False,0.7970656,D,D
False,0.71516764,C,C
False,0.8227702,F,F
False,0.788645,A,A
False,0.63075775,D,D
False,0.84081304,B,B
False,0.7692256,A,A
False,0.9502546,A,A
False,0.8958424,A,A
False,0.9705275,A,A
False,0.14159901,F,C
False,0.50384384,D,D
False,0.8905173,A,A
False,0.77983874,B,B
False,0.8796785,A,A
False,0.72378504,B,B
False,0.9287157,A,A
False,0.7046086,B,B
False,0.9391384,F,F
False,0.600595,B,B
False,0.42921358,D,D
False,0.5658362,D,D
False,0.55307794,D,D
False,0.56459326,D,D
True,0.09594771,B,D
True,0.04570175,F,B
False,0.8251563,B,B
False,0.64623284,B,B
False,0.8036255,A,A
True,0.11535505,D,B
False,0.84513617,C,C
False,0.7620202,A,A
False,0.6827252,C,C
False,0.7613146,D,D
False,0.74569976,C,C
False,0.7909357,B,B
False,0.7654766,B,B
False,0.9441844,A,A
False,0.6687279,B,B
True,0.036693424,A,F
False,0.78928787,B,B
False,0.34970593,D,D
False,0.7288466,A,A
True,0.034601208,F,C
True,0.11442069,F,B
False,0.82610774,B,B
True,0.09983592,F,A
False,0.8535302,C,C
False,0.8180888,C,C
False,0.5757985,D,D
False,0.70187795,B,B
False,0.65939856,B,B
