is_label_issue,label_score,given_label,predicted_label
False,0.7040595,C,C
False,0.33279857,B,A
False,0.7768526,B,B
False,0.6668177,B,B
True,0.07939665,F,A
False,0.692249,C,C
False,0.8030714,C,C
False,0.6777822,C,C
False,0.6043953,B,B
False,0.605009,A,A
False,0.76910347,F,F
False,0.7538044,A,A
False,0.60629207,B,B
False,0.7692293,A,A
False,0.8475755,C,C
False,0.6480075,C,C
False,0.8024507,F,F
False,0.7702231,A,A
True,0.11380756,B,D
False,0.8132592,F,F
False,0.58553386,C,C
False,0.66425985,D,D
False,0.7144566,A,A
False,0.78759205,C,C
False,0.6957222,B,B
False,0.82768095,F,F
True,0.075125486,F,A
False,0.9159758,F,F
False,0.7141825,C,C
False,0.96787816,A,A
False,0.8257614,B,B
False,0.8936033,A,A
False,0.60723865,C,C
False,0.6912295,C,C
False,0.7872494,D,D
False,0.9568557,A,A
False,0.6296576,B,B
False,0.6637378,A,A
False,0.74243087,B,B
True,0.06703007,D,B
True,0.3313961,B,D
False,0.8409069,A,A
False,0.6942694,B,B
False,0.71074575,B,B
False,0.40251988,C,C
False,0.55244386,A,A
False,0.9443892,A,A
False,0.7151556,B,B
False,0.49615517,D,D
False,0.85448724,F,F
True,0.06988488,F,C
False,0.6135173,C,C
False,0.75394166,A,A
False,0.700613,B,B
True,0.18461993,D,B
True,0.056032598,A,F
False,0.7232468,C,C
False,0.767467,B,B
False,0.72105426,B,B
False,0.8107289,A,A
False,0.6348386,A,A
False,0.64840424,B,B
False,0.62468904,B,B
False,0.15461242,F,C
False,0.58619606,D,D
False,0.83608353,F,F
False,0.7607795,A,A
False,0.7011058,C,C
False,0.8138426,F,F
False,0.6963893,A,A
False,0.50607777,D,D
False,0.63619447,C,C
False,0.35407752,C,C
True,0.29255396,B,D
False,0.69777954,C,C
False,0.5988833,D,D
True,0.04013305,A,C
False,0.80272675,C,C
False,0.52571905,C,C
False,0.7550645,B,B
False,0.6632617,B,B
True,0.115056,A,C
True,0.05168311,A,C
False,0.6750472,B,B
True,0.16356772,F,A
False,0.97702545,A,A
False,0.8988216,A,A
False,0.71739256,C,C
False,0.81152445,A,A
False,0.7480575,C,C
False,0.8349571,A,A
False,0.8430775,A,A
False,0.7944808,D,D
False,0.4891998,D,D
False,0.6748417,D,D
False,0.80797756,A,A
False,0.55567515,B,B
False,0.6966393,C,C
False,0.7382344,B,B
False,0.6627555,F,F
False,0.739973,C,C
False,0.73412675,F,F
False,0.3737665,B,B
False,0.086372375,F,C
False,0.86859393,A,A
True,0.14989446,F,B
False,0.7546519,F,F
False,0.53160524,B,B
False,0.6366252,C,C
True,0.071531594,F,B
False,0.09949052,A,C
False,0.7821698,A,A
True,0.10577005,B,D
False,0.6800956,C,C
False,0.76108783,C,C
False,0.6838079,B,B
False,0.79995316,A,A
False,0.90406764,F,F
False,0.87703973,A,A
False,0.73480725,B,B
False,0.6833992,C,C
False,0.7085998,C,C
False,0.91973644,A,A
False,0.66385686,D,D
False,0.55164504,C,C
False,0.8511835,A,A
False,0.41913107,B,B
False,0.59446394,D,D
True,0.05877678,D,B
True,0.03374,F,A
False,0.6084114,C,C
False,0.41131765,D,D
False,0.60717505,B,B
False,0.53600836,B,B
False,0.7335645,B,B
False,0.67895967,B,B
False,0.673841,B,B
False,0.6621188,B,B
False,0.6362288,B,B
False,0.7049594,D,D
False,0.09471993,A,C
False,0.4530785,B,B
False,0.7260901,B,B
False,0.5848608,C,C
False,0.7179892,B,B
False,0.6236961,C,C
False,0.7768615,B,B
False,0.70961636,B,B
True,0.03903184,F,A
False,0.7403252,A,A
False,0.39314973,D,D
False,0.7869749,C,C
False,0.9863235,A,A
False,0.3668034,C,C
False,0.7066188,C,C
False,0.972589,A,A
False,0.48894888,C,C
False,0.8312319,A,A
False,0.66567326,D,D
True,0.07432039,D,B
False,0.8002126,C,C
False,0.55218333,B,B
False,0.9562658,A,A
True,0.092231795,F,B
False,0.67121196,D,D
False,0.74300957,B,B
False,0.6714425,B,B
False,0.7159277,B,B
True,0.13330626,A,F
False,0.6834277,B,B
True,0.071953945,D,B
False,0.6651046,B,B
False,0.71196574,C,C
False,0.7301804,B,B
True,0.12037276,D,B
False,0.6787579,A,A
False,0.46768805,B,B
False,0.723384,A,A
False,0.5396298,B,B
False,0.88270575,A,A
False,0.8364618,D,D
False,0.83941615,A,A
False,0.57292646,D,D
False,0.5894467,A,A
False,0.62692577,D,D
True,0.077753045,F,C
False,0.72542924,A,A
False,0.81393695,A,A
False,0.84607214,A,A
True,0.11144664,F,A
False,0.49093726,D,D
False,0.8446201,F,F
False,0.6550318,D,D
False,0.8602531,F,F
False,0.6651973,D,D
False,0.7274388,F,F
False,0.65564644,C,C
False,0.9191109,A,A
True,0.19187072,D,B
False,0.6931674,B,B
True,0.10623899,F,A
True,0.19903411,F,B
False,0.6839575,C,C
False,0.8625417,A,A
False,0.70906365,B,B
False,0.73326933,C,C
False,0.488563,D,D
False,0.6825416,F,F
False,0.60627794,B,B
False,0.555565,C,C
False,0.66850626,C,C
True,0.03845439,F,A
False,0.9012988,F,F
True,0.19692378,A,D
False,0.8926861,A,A
False,0.68011606,A,A
False,0.670113,B,B
True,0.052849073,F,C
False,0.43482956,D,D
False,0.88322544,D,D
True,0.07097711,F,B
False,0.55634016,C,C
True,0.10548582,F,A
False,0.523591,C,C
True,0.038376447,F,C
False,0.14731865,A,C
False,0.6853879,C,C
False,0.35392675,C,C
True,0.1683828,A,D
False,0.59760135,C,C
False,0.61391896,C,C
False,0.6607383,B,B
False,0.44146958,D,D
True,0.09039565,D,B
False,0.33715022,D,D
False,0.5680371,B,B
False,0.61957955,B,B
False,0.6203934,D,D
False,0.76808393,B,B
False,0.10212464,F,C
False,0.83672875,A,A
False,0.6976932,B,B
False,0.89815205,F,F
False,0.68510413,B,B
False,0.50459266,B,B
False,0.75847554,B,B
False,0.6998571,C,C
False,0.5405894,D,D
False,0.5642245,C,C
False,0.8414008,A,A
False,0.6722324,A,A
True,0.105811134,F,A
False,0.5821071,B,B
False,0.8498195,A,A
False,0.5946678,D,D
False,0.647925,D,D
True,0.090753436,A,C
False,0.93573266,A,A
False,0.7246703,C,C
False,0.7125479,C,C
False,0.8224502,A,A
True,0.1744262,F,B
False,0.57571006,D,D
False,0.92530596,A,A
False,0.7767682,F,F
False,0.75702924,B,B
False,0.90694875,F,F
True,0.06959242,D,B
False,0.6928083,A,A
True,0.018192265,F,B
False,0.89912575,A,A
False,0.7288422,D,D
False,0.5933188,C,C
False,0.7217537,C,C
False,0.6099487,B,B
True,0.098198086,B,D
False,0.7461108,B,B
False,0.7721343,B,B
False,0.64982253,B,B
True,0.41328245,B,D
False,0.89595056,A,A
False,0.7828436,B,B
False,0.7599133,C,C
False,0.56334245,D,D
True,0.13284831,F,B
False,0.78209543,A,A
False,0.6571175,D,D
False,0.6979425,B,B
False,0.9433949,A,A
False,0.71459293,C,C
False,0.89841455,F,F
True,0.022600103,F,C
False,0.98292166,A,A
True,0.1351806,D,B
False,0.6319224,B,B
False,0.673886,C,C
False,0.61430573,D,D
False,0.73502254,A,A
False,0.5289431,B,B
False,0.92104286,A,A
False,0.7777817,B,B
True,0.071725465,A,C
False,0.7761157,A,A
True,0.10157732,A,D
False,0.7944376,A,A
False,0.9261967,A,A
False,0.6928289,C,C
False,0.8305199,B,B
False,0.721753,B,B
True,0.04030504,A,F
False,0.63394505,B,B
False,0.9436754,A,A
False,0.17111483,A,C
True,0.05126168,D,B
False,0.6008328,A,A
False,0.76145506,B,B
False,0.7246047,C,C
False,0.70231116,C,C
False,0.9211197,F,F
False,0.77494645,C,C
True,0.09147502,A,C
False,0.7372785,D,D
True,0.096709445,F,A
True,0.1632935,D,B
False,0.73710936,D,D
True,0.11794573,D,B
False,0.813749,B,B
False,0.77756625,B,B
False,0.9071444,A,A
False,0.4597239,B,B
False,0.73369366,B,B
False,0.93106794,A,A
True,0.06804359,A,F
False,0.6474599,B,B
False,0.68642926,B,B
False,0.51970345,D,D
False,0.6597845,B,B
False,0.74326813,A,A
True,0.049614392,F,A
False,0.5772386,D,D
False,0.64194894,B,B
False,0.20828313,A,C
False,0.6716577,C,C
False,0.91970265,A,A
False,0.5117499,C,C
True,0.05347848,F,B
False,0.7933652,C,C
False,0.8401438,A,A
True,0.16437544,F,B
False,0.729179,A,A
False,0.57432705,D,D
False,0.37170777,F,F
True,0.039973862,A,C
False,0.7607106,D,D
False,0.76189387,B,B
False,0.89755404,A,A
False,0.7624083,F,F
False,0.5954869,B,B
True,0.14150383,F,B
False,0.52730817,C,C
False,0.75563866,A,A
True,0.015813861,B,D
False,0.8210498,B,B
False,0.73274195,A,A
False,0.6999477,F,F
True,0.115113944,B,D
False,0.86099416,F,F
False,0.76440537,C,C
False,0.62920004,B,B
False,0.14606519,A,C
False,0.9433516,A,A
False,0.24024904,A,D
False,0.7546902,C,C
False,0.74497557,B,B
True,0.12758516,F,B
False,0.6931457,C,C
False,0.7059343,B,B
True,0.014680441,A,D
False,0.87055546,F,F
False,0.61917573,B,B
False,0.6000208,A,A
False,0.09020637,F,C
False,0.4206246,F,F
False,0.67633504,D,D
False,0.87773913,A,A
False,0.8817952,F,F
False,0.75664294,B,B
False,0.7651708,C,C
False,0.77125937,B,B
False,0.8005994,C,C
False,0.783451,C,C
False,0.11494108,F,C
False,0.7590544,B,B
False,0.55265903,C,C
False,0.9499811,A,A
False,0.11335789,A,C
False,0.760604,F,F
False,0.6016565,B,B
False,0.7604635,C,C
False,0.10359504,F,C
False,0.40384087,D,D
False,0.6865164,C,C
False,0.79332656,C,C
False,0.90926564,F,F
False,0.5590209,B,B
False,0.4394729,D,D
False,0.7949,C,C
False,0.81598085,B,B
False,0.66340125,B,B
False,0.9096748,A,A
False,0.6924692,A,A
False,0.914061,A,A
False,0.62075424,D,D
False,0.69078934,B,B
False,0.62887883,C,C
False,0.6554304,B,B
True,0.050033566,F,A
False,0.9660507,A,A
False,0.46201187,D,D
False,0.2348768,D,C
False,0.79998815,D,D
False,0.6764766,C,C
False,0.5949804,C,C
False,0.58020544,B,B
False,0.72674876,B,B
False,0.78734857,B,B
False,0.88328457,F,F
False,0.4425336,D,D
False,0.9001014,A,A
False,0.608845,B,B
False,0.76600343,A,A
False,0.86101675,F,F
True,0.042547897,A,C
False,0.7934748,F,F
False,0.5238419,C,C
False,0.4486993,F,F
False,0.19752587,A,D
True,0.043584377,F,B
False,0.4883576,A,A
False,0.7925184,A,A
False,0.4859535,D,D
False,0.65516555,B,B
False,0.7873656,B,B
False,0.7524445,B,B
False,0.5126509,D,D
False,0.52754307,C,C
True,0.08131918,F,C
False,0.84566665,A,A
False,0.68327993,D,D
False,0.53597295,C,C
False,0.6421478,B,B
False,0.9345448,A,A
False,0.5753457,C,C
True,0.31189358,F,D
False,0.8413552,A,A
False,0.80862707,B,B
False,0.4914136,D,D
False,0.57877564,B,B
False,0.9089924,A,A
True,0.09475008,F,A
False,0.7100018,B,B
False,0.75282717,B,B
False,0.63789654,B,B
False,0.39868847,D,D
False,0.46858144,C,C
False,0.9529229,A,A
False,0.87352574,A,A
True,0.042838547,F,B
False,0.65284115,B,B
False,0.6090979,C,C
False,0.7419086,C,C
True,0.2445563,D,B
True,0.07914695,F,A
False,0.68537605,B,B
False,0.81026477,F,F
False,0.89166576,A,A
False,0.6133437,B,B
False,0.80220646,F,F
False,0.7417859,F,F
False,0.38647968,B,B
False,0.8588013,F,F
False,0.48357242,B,B
False,0.9743674,A,A
True,0.09572265,F,B
False,0.5451957,C,C
False,0.45234513,B,B
True,0.16191694,D,B
True,0.100902095,A,C
False,0.18573837,A,C
True,0.107357085,F,B
False,0.6939336,C,C
False,0.43632483,B,B
False,0.7765654,A,A
False,0.7375221,A,A
False,0.8343543,F,F
False,0.6728077,B,B
False,0.614936,B,B
False,0.7118098,B,B
False,0.52580285,F,F
True,0.25427526,D,B
True,0.21451321,A,F
False,0.59263045,C,C
False,0.7366442,C,C
False,0.63733035,C,C
False,0.7657078,B,B
False,0.650271,C,C
False,0.92458874,A,A
False,0.8651571,F,F
True,0.061101507,F,C
False,0.6005726,B,B
False,0.79519856,C,C
False,0.73118234,B,B
True,0.067248635,B,D
False,0.4881973,D,D
False,0.76306957,C,C
False,0.9463403,A,A
False,0.7432205,B,B
False,0.62004054,A,A
False,0.8950654,A,A
False,0.14040756,A,C
False,0.48246774,B,B
True,0.15071844,D,B
False,0.66160154,D,D
False,0.7314298,A,A
False,0.8584463,C,C
False,0.07943971,A,C
True,0.1641824,A,F
False,0.4810807,B,B
False,0.6002783,D,D
False,0.8362999,A,A
False,0.8871707,F,F
False,0.67834836,B,B
False,0.74192935,C,C
False,0.81580245,B,B
True,0.11008233,D,B
False,0.6231539,B,B
True,0.027278375,D,B
True,0.089791,F,B
False,0.79724133,A,A
False,0.5509652,B,B
False,0.8952485,A,A
False,0.6965264,B,B
False,0.5561985,B,B
False,0.58062357,B,B
True,0.05445341,F,C
False,0.57752454,B,B
False,0.12056153,A,C
True,0.09608863,D,B
False,0.7415554,C,C
False,0.31930596,A,A
False,0.55864644,C,C
False,0.8672179,A,A
False,0.6961397,B,B
False,0.6357221,D,D
True,0.19811971,D,B
False,0.6851845,B,B
False,0.85806084,D,D
True,0.046709754,A,C
True,0.22582868,D,B
False,0.5294092,B,B
False,0.5374555,D,D
False,0.49051973,D,D
False,0.57638764,B,B
False,0.61775446,B,B
True,0.15627934,F,B
False,0.61916345,C,C
False,0.6884411,C,C
False,0.6762807,B,B
False,0.7197019,B,B
False,0.5111999,D,D
False,0.6969925,F,F
False,0.7643157,A,A
False,0.11877638,F,C
False,0.19861206,A,C
False,0.79679096,A,A
False,0.71892774,B,B
False,0.78091586,F,F
False,0.7266114,C,C
False,0.7359203,D,D
False,0.6713152,C,C
False,0.19618788,A,C
False,0.4391786,A,A
True,0.19427854,D,B
True,0.045165874,A,D
False,0.7988009,C,C
False,0.72888434,C,C
False,0.67120105,D,D
False,0.7785137,B,B
False,0.7701884,B,B
False,0.49322417,C,C
True,0.05224311,F,C
False,0.69692683,D,D
False,0.79014957,A,A
False,0.83208925,F,F
False,0.81995666,B,B
False,0.4376684,D,D
False,0.67821,B,B
False,0.68979865,C,C
False,0.524083,B,B
False,0.6930226,B,B
False,0.03470631,F,C
False,0.9001664,A,A
False,0.7154303,B,B
True,0.07128113,A,F
False,0.5944233,C,C
False,0.75891024,A,A
False,0.096258976,F,C
False,0.9301239,A,A
False,0.37761146,F,F
False,0.41764253,F,F
False,0.73317623,F,F
False,0.7555151,B,B
False,0.59344274,C,C
